DateKey,Date,Year,Month,MonthName,YearMonth
665,2023-10-27,2023,10,October,2023-10
666,2023-10-28,2023,10,October,2023-10
667,2023-10-29,2023,10,October,2023-10
668,2023-10-30,2023,10,October,2023-10
669,2023-10-31,2023,10,October,2023-10
670,2023-11-01,2023,11,November,2023-11
671,2023-11-02,2023,11,November,2023-11
672,2023-11-03,2023,11,November,2023-11
673,2023-11-04,2023,11,November,2023-11
674,2023-11-05,2023,11,November,2023-11
675,2023-11-06,2023,11,November,2023-11
676,2023-11-07,2023,11,November,2023-11
677,2023-11-08,2023,11,November,2023-11
678,2023-11-09,2023,11,November,2023-11
679,2023-11-10,2023,11,November,2023-11
680,2023-11-11,2023,11,November,2023-11
681,2023-11-12,2023,11,November,2023-11
682,2023-11-13,2023,11,November,2023-11
683,2023-11-14,2023,11,November,2023-11
684,2023-11-15,2023,11,November,2023-11
685,2023-11-16,2023,11,November,2023-11
686,2023-11-17,2023,11,November,2023-11
687,2023-11-18,2023,11,November,2023-11
688,2023-11-19,2023,11,November,2023-11
689,2023-11-20,2023,11,November,2023-11
690,2023-11-21,2023,11,November,2023-11
691,2023-11-22,2023,11,November,2023-11
692,2023-11-23,2023,11,November,2023-11
693,2023-11-24,2023,11,November,2023-11
694,2023-11-25,2023,11,November,2023-11
695,2023-11-26,2023,11,November,2023-11
696,2023-11-27,2023,11,November,2023-11
697,2023-11-28,2023,11,November,2023-11
698,2023-11-29,2023,11,November,2023-11
699,2023-11-30,2023,11,November,2023-11
700,2023-12-01,2023,12,December,2023-12
701,2023-12-02,2023,12,December,2023-12
702,2023-12-03,2023,12,December,2023-12
703,2023-12-04,2023,12,December,2023-12
704,2023-12-05,2023,12,December,2023-12
705,2023-12-06,2023,12,December,2023-12
706,2023-12-07,2023,12,December,2023-12
707,2023-12-08,2023,12,December,2023-12
708,2023-12-09,2023,12,December,2023-12
709,2023-12-10,2023,12,December,2023-12
710,2023-12-11,2023,12,December,2023-12
711,2023-12-12,2023,12,December,2023-12
712,2023-12-13,2023,12,December,2023-12
713,2023-12-14,2023,12,December,2023-12
714,2023-12-15,2023,12,December,2023-12
715,2023-12-16,2023,12,December,2023-12
716,2023-12-17,2023,12,December,2023-12
717,2023-12-18,2023,12,December,2023-12
718,2023-12-19,2023,12,December,2023-12
719,2023-12-20,2023,12,December,2023-12
720,2023-12-21,2023,12,December,2023-12
721,2023-12-22,2023,12,December,2023-12
722,2023-12-23,2023,12,December,2023-12
723,2023-12-24,2023,12,December,2023-12
724,2023-12-25,2023,12,December,2023-12
725,2023-12-26,2023,12,December,2023-12
726,2023-12-27,2023,12,December,2023-12
727,2023-12-28,2023,12,December,2023-12
728,2023-12-29,2023,12,December,2023-12
729,2023-12-30,2023,12,December,2023-12
730,2023-12-31,2023,12,December,2023-12
731,2024-01-01,2024,1,January,2024-01
732,2024-01-02,2024,1,January,2024-01
733,2024-01-03,2024,1,January,2024-01
734,2024-01-04,2024,1,January,2024-01
735,2024-01-05,2024,1,January,2024-01
736,2024-01-06,2024,1,January,2024-01
737,2024-01-07,2024,1,January,2024-01
738,2024-01-08,2024,1,January,2024-01
739,2024-01-09,2024,1,January,2024-01
740,2024-01-10,2024,1,January,2024-01
741,2024-01-11,2024,1,January,2024-01
742,2024-01-12,2024,1,January,2024-01
743,2024-01-13,2024,1,January,2024-01
744,2024-01-14,2024,1,January,2024-01
745,2024-01-15,2024,1,January,2024-01
746,2024-01-16,2024,1,January,2024-01
747,2024-01-17,2024,1,January,2024-01
748,2024-01-18,2024,1,January,2024-01
749,2024-01-19,2024,1,January,2024-01
750,2024-01-20,2024,1,January,2024-01
751,2024-01-21,2024,1,January,2024-01
752,2024-01-22,2024,1,January,2024-01
753,2024-01-23,2024,1,January,2024-01
754,2024-01-24,2024,1,January,2024-01
755,2024-01-25,2024,1,January,2024-01
756,2024-01-26,2024,1,January,2024-01
757,2024-01-27,2024,1,January,2024-01
758,2024-01-28,2024,1,January,2024-01
759,2024-01-29,2024,1,January,2024-01
760,2024-01-30,2024,1,January,2024-01
761,2024-01-31,2024,1,January,2024-01
762,2024-02-01,2024,2,February,2024-02
763,2024-02-02,2024,2,February,2024-02
764,2024-02-03,2024,2,February,2024-02
765,2024-02-04,2024,2,February,2024-02
766,2024-02-05,2024,2,February,2024-02
767,2024-02-06,2024,2,February,2024-02
768,2024-02-07,2024,2,February,2024-02
769,2024-02-08,2024,2,February,2024-02
770,2024-02-09,2024,2,February,2024-02
771,2024-02-10,2024,2,February,2024-02
772,2024-02-11,2024,2,February,2024-02
773,2024-02-12,2024,2,February,2024-02
774,2024-02-13,2024,2,February,2024-02
775,2024-02-14,2024,2,February,2024-02
776,2024-02-15,2024,2,February,2024-02
777,2024-02-16,2024,2,February,2024-02
778,2024-02-17,2024,2,February,2024-02
779,2024-02-18,2024,2,February,2024-02
780,2024-02-19,2024,2,February,2024-02
781,2024-02-20,2024,2,February,2024-02
782,2024-02-21,2024,2,February,2024-02
783,2024-02-22,2024,2,February,2024-02
784,2024-02-23,2024,2,February,2024-02
785,2024-02-24,2024,2,February,2024-02
786,2024-02-25,2024,2,February,2024-02
787,2024-02-26,2024,2,February,2024-02
788,2024-02-27,2024,2,February,2024-02
789,2024-02-28,2024,2,February,2024-02
790,2024-02-29,2024,2,February,2024-02
791,2024-03-01,2024,3,March,2024-03
792,2024-03-02,2024,3,March,2024-03
793,2024-03-03,2024,3,March,2024-03
794,2024-03-04,2024,3,March,2024-03
795,2024-03-05,2024,3,March,2024-03
796,2024-03-06,2024,3,March,2024-03
797,2024-03-07,2024,3,March,2024-03
798,2024-03-08,2024,3,March,2024-03
799,2024-03-09,2024,3,March,2024-03
800,2024-03-10,2024,3,March,2024-03
801,2024-03-11,2024,3,March,2024-03
802,2024-03-12,2024,3,March,2024-03
803,2024-03-13,2024,3,March,2024-03
804,2024-03-14,2024,3,March,2024-03
805,2024-03-15,2024,3,March,2024-03
806,2024-03-16,2024,3,March,2024-03
807,2024-03-17,2024,3,March,2024-03
808,2024-03-18,2024,3,March,2024-03
809,2024-03-19,2024,3,March,2024-03
810,2024-03-20,2024,3,March,2024-03
811,2024-03-21,2024,3,March,2024-03
812,2024-03-22,2024,3,March,2024-03
813,2024-03-23,2024,3,March,2024-03
814,2024-03-24,2024,3,March,2024-03
815,2024-03-25,2024,3,March,2024-03
816,2024-03-26,2024,3,March,2024-03
817,2024-03-27,2024,3,March,2024-03
818,2024-03-28,2024,3,March,2024-03
819,2024-03-29,2024,3,March,2024-03
820,2024-03-30,2024,3,March,2024-03
821,2024-03-31,2024,3,March,2024-03
822,2024-04-01,2024,4,April,2024-04
823,2024-04-02,2024,4,April,2024-04
824,2024-04-03,2024,4,April,2024-04
825,2024-04-04,2024,4,April,2024-04
826,2024-04-05,2024,4,April,2024-04
827,2024-04-06,2024,4,April,2024-04
828,2024-04-07,2024,4,April,2024-04
829,2024-04-08,2024,4,April,2024-04
830,2024-04-09,2024,4,April,2024-04
831,2024-04-10,2024,4,April,2024-04
832,2024-04-11,2024,4,April,2024-04
833,2024-04-12,2024,4,April,2024-04
834,2024-04-13,2024,4,April,2024-04
835,2024-04-14,2024,4,April,2024-04
836,2024-04-15,2024,4,April,2024-04
837,2024-04-16,2024,4,April,2024-04
838,2024-04-17,2024,4,April,2024-04
839,2024-04-18,2024,4,April,2024-04
840,2024-04-19,2024,4,April,2024-04
841,2024-04-20,2024,4,April,2024-04
842,2024-04-21,2024,4,April,2024-04
843,2024-04-22,2024,4,April,2024-04
844,2024-04-23,2024,4,April,2024-04
845,2024-04-24,2024,4,April,2024-04
846,2024-04-25,2024,4,April,2024-04
847,2024-04-26,2024,4,April,2024-04
848,2024-04-27,2024,4,April,2024-04
849,2024-04-28,2024,4,April,2024-04
850,2024-04-29,2024,4,April,2024-04
851,2024-04-30,2024,4,April,2024-04
852,2024-05-01,2024,5,May,2024-05
853,2024-05-02,2024,5,May,2024-05
854,2024-05-03,2024,5,May,2024-05
855,2024-05-04,2024,5,May,2024-05
856,2024-05-05,2024,5,May,2024-05
857,2024-05-06,2024,5,May,2024-05
858,2024-05-07,2024,5,May,2024-05
859,2024-05-08,2024,5,May,2024-05
860,2024-05-09,2024,5,May,2024-05
861,2024-05-10,2024,5,May,2024-05
862,2024-05-11,2024,5,May,2024-05
863,2024-05-12,2024,5,May,2024-05
864,2024-05-13,2024,5,May,2024-05
865,2024-05-14,2024,5,May,2024-05
866,2024-05-15,2024,5,May,2024-05
867,2024-05-16,2024,5,May,2024-05
868,2024-05-17,2024,5,May,2024-05
869,2024-05-18,2024,5,May,2024-05
870,2024-05-19,2024,5,May,2024-05
871,2024-05-20,2024,5,May,2024-05
872,2024-05-21,2024,5,May,2024-05
873,2024-05-22,2024,5,May,2024-05
874,2024-05-23,2024,5,May,2024-05
875,2024-05-24,2024,5,May,2024-05
876,2024-05-25,2024,5,May,2024-05
877,2024-05-26,2024,5,May,2024-05
878,2024-05-27,2024,5,May,2024-05
879,2024-05-28,2024,5,May,2024-05
880,2024-05-29,2024,5,May,2024-05
881,2024-05-30,2024,5,May,2024-05
882,2024-05-31,2024,5,May,2024-05
883,2024-06-01,2024,6,June,2024-06
884,2024-06-02,2024,6,June,2024-06
885,2024-06-03,2024,6,June,2024-06
886,2024-06-04,2024,6,June,2024-06
887,2024-06-05,2024,6,June,2024-06
888,2024-06-06,2024,6,June,2024-06
889,2024-06-07,2024,6,June,2024-06
890,2024-06-08,2024,6,June,2024-06
891,2024-06-09,2024,6,June,2024-06
892,2024-06-10,2024,6,June,2024-06
893,2024-06-11,2024,6,June,2024-06
894,2024-06-12,2024,6,June,2024-06
895,2024-06-13,2024,6,June,2024-06
896,2024-06-14,2024,6,June,2024-06
897,2024-06-15,2024,6,June,2024-06
898,2024-06-16,2024,6,June,2024-06
899,2024-06-17,2024,6,June,2024-06
900,2024-06-18,2024,6,June,2024-06
901,2024-06-19,2024,6,June,2024-06
902,2024-06-20,2024,6,June,2024-06
903,2024-06-21,2024,6,June,2024-06
904,2024-06-22,2024,6,June,2024-06
905,2024-06-23,2024,6,June,2024-06
906,2024-06-24,2024,6,June,2024-06
907,2024-06-25,2024,6,June,2024-06
908,2024-06-26,2024,6,June,2024-06
909,2024-06-27,2024,6,June,2024-06
910,2024-06-28,2024,6,June,2024-06
911,2024-06-29,2024,6,June,2024-06
912,2024-06-30,2024,6,June,2024-06
913,2024-07-01,2024,7,July,2024-07
914,2024-07-02,2024,7,July,2024-07
915,2024-07-03,2024,7,July,2024-07
916,2024-07-04,2024,7,July,2024-07
917,2024-07-05,2024,7,July,2024-07
918,2024-07-06,2024,7,July,2024-07
919,2024-07-07,2024,7,July,2024-07
920,2024-07-08,2024,7,July,2024-07
921,2024-07-09,2024,7,July,2024-07
922,2024-07-10,2024,7,July,2024-07
923,2024-07-11,2024,7,July,2024-07
924,2024-07-12,2024,7,July,2024-07
925,2024-07-13,2024,7,July,2024-07
926,2024-07-14,2024,7,July,2024-07
927,2024-07-15,2024,7,July,2024-07
928,2024-07-16,2024,7,July,2024-07
929,2024-07-17,2024,7,July,2024-07
930,2024-07-18,2024,7,July,2024-07
931,2024-07-19,2024,7,July,2024-07
932,2024-07-20,2024,7,July,2024-07
933,2024-07-21,2024,7,July,2024-07
934,2024-07-22,2024,7,July,2024-07
935,2024-07-23,2024,7,July,2024-07
936,2024-07-24,2024,7,July,2024-07
937,2024-07-25,2024,7,July,2024-07
938,2024-07-26,2024,7,July,2024-07
939,2024-07-27,2024,7,July,2024-07
940,2024-07-28,2024,7,July,2024-07
941,2024-07-29,2024,7,July,2024-07
942,2024-07-30,2024,7,July,2024-07
943,2024-07-31,2024,7,July,2024-07
944,2024-08-01,2024,8,August,2024-08
945,2024-08-02,2024,8,August,2024-08
946,2024-08-03,2024,8,August,2024-08
947,2024-08-04,2024,8,August,2024-08
948,2024-08-05,2024,8,August,2024-08
949,2024-08-06,2024,8,August,2024-08
950,2024-08-07,2024,8,August,2024-08
951,2024-08-08,2024,8,August,2024-08
952,2024-08-09,2024,8,August,2024-08
953,2024-08-10,2024,8,August,2024-08
954,2024-08-11,2024,8,August,2024-08
955,2024-08-12,2024,8,August,2024-08
956,2024-08-13,2024,8,August,2024-08
957,2024-08-14,2024,8,August,2024-08
958,2024-08-15,2024,8,August,2024-08
959,2024-08-16,2024,8,August,2024-08
960,2024-08-17,2024,8,August,2024-08
961,2024-08-18,2024,8,August,2024-08
962,2024-08-19,2024,8,August,2024-08
963,2024-08-20,2024,8,August,2024-08
964,2024-08-21,2024,8,August,2024-08
965,2024-08-22,2024,8,August,2024-08
966,2024-08-23,2024,8,August,2024-08
967,2024-08-24,2024,8,August,2024-08
968,2024-08-25,2024,8,August,2024-08
969,2024-08-26,2024,8,August,2024-08
970,2024-08-27,2024,8,August,2024-08
971,2024-08-28,2024,8,August,2024-08
972,2024-08-29,2024,8,August,2024-08
973,2024-08-30,2024,8,August,2024-08
974,2024-08-31,2024,8,August,2024-08
975,2024-09-01,2024,9,September,2024-09
976,2024-09-02,2024,9,September,2024-09
977,2024-09-03,2024,9,September,2024-09
978,2024-09-04,2024,9,September,2024-09
979,2024-09-05,2024,9,September,2024-09
980,2024-09-06,2024,9,September,2024-09
981,2024-09-07,2024,9,September,2024-09
982,2024-09-08,2024,9,September,2024-09
983,2024-09-09,2024,9,September,2024-09
984,2024-09-10,2024,9,September,2024-09
985,2024-09-11,2024,9,September,2024-09
986,2024-09-12,2024,9,September,2024-09
987,2024-09-13,2024,9,September,2024-09
988,2024-09-14,2024,9,September,2024-09
989,2024-09-15,2024,9,September,2024-09
990,2024-09-16,2024,9,September,2024-09
991,2024-09-17,2024,9,September,2024-09
992,2024-09-18,2024,9,September,2024-09
993,2024-09-19,2024,9,September,2024-09
994,2024-09-20,2024,9,September,2024-09
995,2024-09-21,2024,9,September,2024-09
996,2024-09-22,2024,9,September,2024-09
997,2024-09-23,2024,9,September,2024-09
998,2024-09-24,2024,9,September,2024-09
999,2024-09-25,2024,9,September,2024-09
1000,2024-09-26,2024,9,September,2024-09
1001,2024-09-27,2024,9,September,2024-09
1002,2024-09-28,2024,9,September,2024-09
1003,2024-09-29,2024,9,September,2024-09
1004,2024-09-30,2024,9,September,2024-09
1005,2024-10-01,2024,10,October,2024-10
1006,2024-10-02,2024,10,October,2024-10
1007,2024-10-03,2024,10,October,2024-10
1008,2024-10-04,2024,10,October,2024-10
1009,2024-10-05,2024,10,October,2024-10
1010,2024-10-06,2024,10,October,2024-10
1011,2024-10-07,2024,10,October,2024-10
1012,2024-10-08,2024,10,October,2024-10
1013,2024-10-09,2024,10,October,2024-10
1014,2024-10-10,2024,10,October,2024-10
1015,2024-10-11,2024,10,October,2024-10
1016,2024-10-12,2024,10,October,2024-10
1017,2024-10-13,2024,10,October,2024-10
1018,2024-10-14,2024,10,October,2024-10
1019,2024-10-15,2024,10,October,2024-10
1020,2024-10-16,2024,10,October,2024-10
1021,2024-10-17,2024,10,October,2024-10
1022,2024-10-18,2024,10,October,2024-10
1023,2024-10-19,2024,10,October,2024-10
1024,2024-10-20,2024,10,October,2024-10
1025,2024-10-21,2024,10,October,2024-10
1026,2024-10-22,2024,10,October,2024-10
1027,2024-10-23,2024,10,October,2024-10
1028,2024-10-24,2024,10,October,2024-10
1029,2024-10-25,2024,10,October,2024-10
1030,2024-10-26,2024,10,October,2024-10
1031,2024-10-27,2024,10,October,2024-10
1032,2024-10-28,2024,10,October,2024-10
1033,2024-10-29,2024,10,October,2024-10
1034,2024-10-30,2024,10,October,2024-10
1035,2024-10-31,2024,10,October,2024-10
1036,2024-11-01,2024,11,November,2024-11
1037,2024-11-02,2024,11,November,2024-11
1038,2024-11-03,2024,11,November,2024-11
1039,2024-11-04,2024,11,November,2024-11
1040,2024-11-05,2024,11,November,2024-11
1041,2024-11-06,2024,11,November,2024-11
1042,2024-11-07,2024,11,November,2024-11
1043,2024-11-08,2024,11,November,2024-11
1044,2024-11-09,2024,11,November,2024-11
1045,2024-11-10,2024,11,November,2024-11
1046,2024-11-11,2024,11,November,2024-11
1047,2024-11-12,2024,11,November,2024-11
1048,2024-11-13,2024,11,November,2024-11
1049,2024-11-14,2024,11,November,2024-11
1050,2024-11-15,2024,11,November,2024-11
1051,2024-11-16,2024,11,November,2024-11
1052,2024-11-17,2024,11,November,2024-11
1053,2024-11-18,2024,11,November,2024-11
1054,2024-11-19,2024,11,November,2024-11
1055,2024-11-20,2024,11,November,2024-11
1056,2024-11-21,2024,11,November,2024-11
1057,2024-11-22,2024,11,November,2024-11
1058,2024-11-23,2024,11,November,2024-11
1059,2024-11-24,2024,11,November,2024-11
1060,2024-11-25,2024,11,November,2024-11
1061,2024-11-26,2024,11,November,2024-11
1062,2024-11-27,2024,11,November,2024-11
1063,2024-11-28,2024,11,November,2024-11
1064,2024-11-29,2024,11,November,2024-11
1065,2024-11-30,2024,11,November,2024-11
1066,2024-12-01,2024,12,December,2024-12
1067,2024-12-02,2024,12,December,2024-12
1068,2024-12-03,2024,12,December,2024-12
1069,2024-12-04,2024,12,December,2024-12
1070,2024-12-05,2024,12,December,2024-12
1071,2024-12-06,2024,12,December,2024-12
1072,2024-12-07,2024,12,December,2024-12
1073,2024-12-08,2024,12,December,2024-12
1074,2024-12-09,2024,12,December,2024-12
1075,2024-12-10,2024,12,December,2024-12
1076,2024-12-11,2024,12,December,2024-12
1077,2024-12-12,2024,12,December,2024-12
1078,2024-12-13,2024,12,December,2024-12
1079,2024-12-14,2024,12,December,2024-12
1080,2024-12-15,2024,12,December,2024-12
1081,2024-12-16,2024,12,December,2024-12
1082,2024-12-17,2024,12,December,2024-12
1083,2024-12-18,2024,12,December,2024-12
1084,2024-12-19,2024,12,December,2024-12
1085,2024-12-20,2024,12,December,2024-12
1086,2024-12-21,2024,12,December,2024-12
1087,2024-12-22,2024,12,December,2024-12
1088,2024-12-23,2024,12,December,2024-12
1089,2024-12-24,2024,12,December,2024-12
1090,2024-12-25,2024,12,December,2024-12
1091,2024-12-26,2024,12,December,2024-12
1092,2024-12-27,2024,12,December,2024-12
1093,2024-12-28,2024,12,December,2024-12
1094,2024-12-29,2024,12,December,2024-12
1095,2024-12-30,2024,12,December,2024-12
