DateKey,RetailerID,ChannelID,ProductID,ConsumerSegmentID,UnitsSold,BasePrice,PromoFlag,PromoDepthPct,NetRevenue
1059,23,4,4,4,19,56.13,0,15,906.5
198,33,1,14,6,20,90.61,1,10,1630.98
485,16,2,23,2,26,29.18,1,10,682.81
1083,24,1,14,3,20,67.72,0,20,1083.52
837,5,4,9,5,15,100.86,0,25,1134.68
1009,13,3,9,2,26,88.33,0,15,1952.09
691,12,1,17,5,20,83.16,1,25,1247.4
1036,5,4,15,1,22,43.94,0,15,821.68
490,37,5,10,3,23,59.36,0,10,1228.75
276,31,2,17,6,24,38.07,0,10,822.31
693,28,4,9,6,19,70.89,0,20,1077.53
242,28,5,4,5,25,78.42,0,15,1666.42
126,30,1,14,4,17,83.12,0,10,1271.74
217,18,1,3,6,18,107.6,0,0,1936.8
1063,27,5,25,1,28,26.18,0,10,659.74
495,35,5,21,1,19,58.83,1,25,838.33
427,26,2,12,4,24,79.1,0,15,1613.64
919,39,1,22,1,17,77.01,0,0,1309.17
151,18,5,1,3,16,22.17,0,10,319.25
384,33,3,1,5,24,38.93,0,10,840.89
308,25,3,13,1,22,104.57,1,15,1955.46
746,31,5,14,3,9,71.54,0,0,643.86
892,37,2,16,4,21,61.36,0,15,1095.28
375,2,1,7,5,24,110.02,0,10,2376.43
1032,33,3,10,4,12,27.5,1,20,264.0
129,39,5,15,5,13,112.23,0,15,1240.14
1015,32,5,8,1,18,22.78,0,10,369.04
669,18,4,11,1,21,76.27,1,15,1361.42
517,17,5,24,5,15,75.51,0,10,1019.39
86,34,2,14,3,25,83.91,0,15,1783.09
311,39,3,13,3,15,22.96,1,10,309.96
427,7,4,23,3,20,73.05,0,0,1461.0
114,35,3,13,2,16,31.36,0,25,376.32
303,30,3,9,6,15,35.6,0,25,400.5
744,12,2,17,6,22,41.54,0,15,776.8
588,35,5,18,6,26,81.32,0,10,1902.89
987,11,2,19,3,24,59.01,0,25,1062.18
345,4,5,13,1,25,28.53,0,25,534.94
814,25,4,12,2,23,48.9,0,15,956.0
801,32,2,21,3,23,27.66,0,15,540.75
1025,20,2,20,1,25,86.41,1,15,1836.21
1077,31,1,20,2,26,75.75,1,20,1575.6
1093,4,2,8,1,14,60.77,0,0,850.78
361,38,1,24,5,24,112.77,0,0,2706.48
1010,1,5,11,1,20,71.87,1,0,1437.4
704,3,5,7,2,24,108.75,0,10,2349.0
575,37,5,1,3,24,77.91,0,10,1682.86
688,22,1,10,6,26,57.68,0,0,1499.68
781,17,5,15,2,22,73.9,1,15,1381.93
585,14,3,4,3,16,35.19,0,20,450.43
589,35,2,1,3,31,87.48,0,0,2711.88
489,13,1,11,4,24,118.21,0,15,2411.48
971,35,5,5,5,21,44.74,0,25,704.66
494,2,3,19,4,20,52.32,0,20,837.12
19,13,2,19,6,22,60.61,0,10,1200.08
397,16,2,4,2,16,68.35,0,25,820.2
1001,18,5,2,4,15,91.91,0,25,1033.99
851,7,3,7,6,16,33.67,1,25,404.04
822,36,1,13,3,17,50.25,0,15,726.11
455,30,5,20,2,15,73.87,0,0,1108.05
725,7,2,21,4,17,78.96,1,25,1006.74
1089,15,2,12,1,24,73.66,0,0,1767.84
711,40,2,2,6,22,63.55,1,25,1048.57
143,19,5,22,6,13,91.15,0,15,1007.21
917,37,4,9,5,21,40.45,0,0,849.45
828,2,4,16,1,20,48.27,0,10,868.86
605,13,4,8,2,22,64.45,0,20,1134.32
305,40,3,24,4,19,89.55,0,25,1276.09
736,31,5,18,3,28,28.24,0,25,593.04
291,16,2,4,4,23,31.57,0,15,617.19
102,6,3,24,2,15,98.24,1,20,1178.88
867,28,4,11,2,23,46.1,1,0,1060.3
968,32,1,17,2,22,116.35,1,25,1919.78
974,10,3,8,2,18,116.14,0,10,1881.47
842,18,3,19,6,23,88.59,0,10,1833.81
962,4,5,8,4,15,91.69,0,15,1169.05
942,9,3,6,1,14,85.1,1,25,893.55
1027,7,5,23,3,23,37.73,0,15,737.62
85,8,1,2,3,30,70.05,0,20,1681.2
328,7,2,15,5,21,99.3,0,10,1876.77
816,40,2,1,6,24,97.47,0,10,2105.35
454,3,4,6,2,12,109.88,0,15,1120.78
629,17,4,19,2,30,110.08,0,20,2641.92
665,2,1,4,2,15,46.15,0,0,692.25
12,15,2,13,6,18,92.17,0,20,1327.25
304,29,4,15,1,22,85.13,0,15,1591.93
975,22,3,9,2,18,108.58,1,15,1661.27
783,4,5,3,5,23,38.35,0,20,705.64
43,6,4,2,5,20,93.98,0,15,1597.66
944,38,1,16,1,31,62.33,1,10,1739.01
343,26,2,18,6,28,59.45,1,15,1414.91
498,11,1,18,2,21,23.58,0,0,495.18
364,26,5,6,4,26,116.15,1,10,2717.91
891,17,5,18,4,15,87.58,0,25,985.28
427,24,1,11,3,21,79.07,1,10,1494.42
1005,28,4,7,1,24,45.12,0,10,974.59
21,35,4,23,4,18,85.84,0,10,1390.61
407,31,2,23,3,36,114.56,0,20,3299.33
619,13,2,14,5,23,36.33,0,25,626.69
1015,35,3,18,3,25,118.38,0,0,2959.5
336,16,3,7,2,15,62.74,0,10,846.99
399,15,2,10,2,17,117.82,0,20,1602.35
793,18,3,8,5,14,83.39,1,15,992.34
715,37,1,24,1,19,52.41,0,25,746.84
51,27,4,14,6,23,57.44,1,0,1321.12
324,35,3,18,2,21,49.06,1,25,772.7
789,35,3,5,2,28,53.48,0,0,1497.44
141,28,1,14,3,22,84.65,0,0,1862.3
470,39,5,22,3,19,21.66,0,15,349.81
787,38,2,25,3,16,116.76,0,0,1868.16
964,9,1,22,4,23,96.85,0,15,1893.42
1008,12,5,22,5,9,114.1,0,10,924.21
373,15,1,10,1,18,91.75,0,25,1238.62
494,21,4,15,3,12,68.1,1,0,817.2
751,35,1,6,1,23,38.97,0,15,761.86
291,33,1,9,3,21,71.63,0,10,1353.81
106,19,4,10,2,24,91.17,0,25,1641.06
670,23,2,23,1,17,105.42,1,10,1612.93
2,13,5,17,4,17,52.41,0,20,712.78
589,1,3,1,3,18,71.05,1,25,959.18
644,29,2,14,6,21,82.0,0,15,1463.7
90,24,1,4,5,25,78.86,0,0,1971.5
350,16,3,2,2,16,25.24,1,15,343.26
1063,25,4,3,3,23,68.34,0,15,1336.05
909,23,2,7,1,14,100.9,0,15,1200.71
159,28,5,23,3,18,100.23,0,25,1353.1
959,16,2,14,2,19,70.71,0,25,1007.62
312,38,2,12,5,24,115.24,0,20,2212.61
445,11,3,19,5,19,102.62,0,10,1754.8
298,3,4,18,5,20,93.73,0,15,1593.41
952,15,4,15,6,17,71.56,0,20,973.22
36,1,2,1,2,13,79.07,0,20,822.33
559,7,4,25,6,14,42.32,0,25,444.36
891,1,3,3,6,21,73.24,0,10,1384.24
141,32,3,25,3,24,72.6,0,20,1393.92
887,9,5,15,2,15,40.28,0,0,604.2
726,29,4,4,2,20,115.11,1,20,1841.76
1050,26,5,15,3,15,44.48,0,25,500.4
521,23,1,10,4,15,30.42,0,15,387.86
10,29,3,6,6,17,66.7,0,25,850.42
984,38,2,13,5,25,88.61,0,25,1661.44
378,33,3,7,1,25,39.52,0,10,889.2
682,7,1,22,6,20,38.29,0,0,765.8
584,12,2,1,1,18,46.15,1,0,830.7
152,31,4,22,3,26,50.27,0,10,1176.32
720,32,4,11,1,10,44.62,1,10,401.58
1073,20,3,14,4,15,67.07,0,20,804.84
859,17,2,6,2,19,21.83,1,0,414.77
50,36,2,5,5,16,28.75,0,25,345.0
664,3,5,19,1,19,92.94,0,20,1412.69
531,1,1,19,1,22,61.23,0,0,1347.06
1084,27,4,13,3,22,56.03,0,15,1047.76
857,40,3,7,3,27,21.04,1,25,426.06
146,33,2,8,2,16,49.82,0,25,597.84
915,20,4,14,5,18,102.12,0,20,1470.53
993,14,3,19,1,12,54.04,0,0,648.48
242,36,4,19,2,21,116.37,1,10,2199.39
581,5,3,23,5,32,59.0,0,15,1604.8
687,23,4,12,2,24,66.41,0,25,1195.38
483,15,5,23,1,24,100.19,1,10,2164.1
673,6,1,9,3,22,118.3,1,10,2342.34
631,33,4,14,3,20,57.16,0,10,1028.88
661,19,1,6,3,19,31.99,1,10,547.03
662,13,4,15,4,19,72.31,1,20,1099.11
805,29,2,13,2,15,79.18,0,25,890.78
419,6,5,7,1,21,115.95,1,10,2191.46
988,15,5,11,2,27,61.39,0,10,1491.78
650,16,1,10,3,24,29.08,1,0,697.92
969,24,2,1,6,22,85.09,1,25,1403.98
590,23,3,7,6,17,22.11,0,15,319.49
509,10,5,18,2,17,62.54,0,10,956.86
441,17,2,23,5,20,60.96,1,20,975.36
921,30,2,3,6,18,45.48,0,10,736.78
770,10,1,9,6,21,116.43,0,10,2200.53
263,19,2,5,2,15,60.34,1,10,814.59
637,29,2,23,4,21,109.47,0,25,1724.15
459,2,3,24,4,20,71.51,0,25,1072.65
999,36,1,13,3,14,102.05,0,10,1285.83
700,19,1,16,1,17,65.14,0,20,885.9
302,7,2,16,5,18,119.15,0,15,1823.0
554,26,3,12,1,23,84.0,0,0,1932.0
288,15,4,18,1,22,35.59,0,15,665.53
621,38,5,11,5,19,20.64,0,20,313.73
1006,3,1,17,4,23,112.89,1,20,2077.18
36,38,3,7,6,17,88.68,0,15,1281.43
744,16,3,15,3,18,30.63,0,15,468.64
353,2,2,6,2,27,94.35,0,10,2292.7
73,31,5,6,4,16,42.71,0,15,580.86
648,28,1,18,3,16,100.92,0,15,1372.51
1094,7,4,19,6,13,80.99,1,10,947.58
425,30,2,20,4,12,32.37,0,20,310.75
999,7,1,19,5,16,27.09,1,25,325.08
708,36,1,2,1,19,66.61,1,10,1139.03
561,29,3,3,5,21,113.69,0,15,2029.37
828,24,5,14,6,23,76.46,0,0,1758.58
956,39,4,22,2,22,95.91,0,15,1793.52
517,4,5,25,5,22,66.95,0,0,1472.9
428,29,3,4,6,21,58.41,0,10,1103.95
160,5,4,22,1,14,102.22,0,25,1073.31
149,29,4,17,4,19,66.34,0,25,945.34
776,30,2,6,3,21,34.15,0,0,717.15
67,29,4,19,6,16,47.45,0,20,607.36
1014,26,1,9,6,18,76.14,0,0,1370.52
381,19,5,4,2,22,60.26,1,0,1325.72
58,26,5,7,4,23,56.64,0,10,1172.45
342,37,2,4,6,21,86.88,0,15,1550.81
727,27,4,11,6,18,83.63,0,20,1204.27
770,30,3,22,3,20,51.4,1,0,1028.0
614,30,1,23,1,17,55.94,0,10,855.88
354,3,2,2,5,11,95.21,0,20,837.85
116,7,4,10,4,22,112.13,0,25,1850.14
662,9,3,6,3,21,52.42,0,25,825.62
453,13,4,8,3,25,49.19,0,10,1106.78
287,15,2,15,5,16,46.53,0,20,595.58
1017,5,3,13,4,22,34.15,0,15,638.6
311,29,3,22,4,19,57.72,1,10,987.01
208,35,3,2,1,20,71.6,0,15,1217.2
618,27,3,20,4,16,73.74,0,0,1179.84
446,27,4,1,6,27,89.1,1,15,2044.84
670,8,3,15,5,18,25.26,0,10,409.21
633,32,4,7,4,22,76.14,0,20,1340.06
55,20,3,24,1,26,45.5,0,15,1005.55
912,10,3,18,3,25,43.91,1,0,1097.75
1036,13,2,10,6,24,98.97,0,20,1900.22
657,29,4,15,4,23,35.35,0,25,609.79
980,35,4,5,5,26,52.91,0,25,1031.74
515,8,5,24,4,17,83.76,0,20,1139.14
237,29,2,11,2,24,84.29,0,10,1820.66
348,31,4,8,1,20,24.81,1,15,421.77
627,30,2,21,3,25,27.26,0,15,579.28
630,22,2,8,2,21,85.54,0,20,1437.07
364,21,2,6,5,25,115.32,0,15,2450.55
321,12,1,15,4,19,119.85,1,25,1707.86
286,11,4,15,1,19,118.71,1,20,1804.39
149,2,2,5,6,30,55.16,0,15,1406.58
406,2,1,13,4,28,44.18,0,0,1237.04
978,34,1,14,4,25,29.86,1,10,671.85
456,3,3,11,4,13,52.58,1,0,683.54
800,16,3,20,6,21,47.69,0,0,1001.49
1013,4,4,21,4,26,77.68,0,15,1716.73
784,23,3,12,1,23,56.88,1,20,1046.59
460,20,4,20,6,17,43.15,0,25,550.16
738,25,1,1,6,23,81.25,1,20,1495.0
509,30,1,3,2,18,52.31,0,15,800.34
481,18,4,8,5,16,55.36,0,15,752.9
114,11,3,23,6,18,79.84,0,25,1077.84
749,29,3,12,2,25,31.82,0,0,795.5
361,17,4,15,1,16,97.42,1,0,1558.72
341,26,5,23,5,13,116.54,0,20,1212.02
770,23,3,3,6,15,69.08,0,10,932.58
761,20,2,25,3,23,75.99,1,15,1485.6
969,2,3,22,2,13,58.46,1,25,569.98
449,24,5,8,1,20,115.67,0,20,1850.72
835,31,1,24,1,22,33.29,0,25,549.28
311,27,1,19,1,15,101.35,0,0,1520.25
262,2,1,20,5,23,85.04,0,0,1955.92
406,14,3,6,4,19,99.15,0,20,1507.08
143,4,1,18,3,21,115.05,0,10,2174.44
342,13,5,11,5,22,69.62,0,0,1531.64
244,36,5,12,5,18,48.83,0,25,659.2
490,35,3,23,6,20,97.95,0,15,1665.15
12,8,2,2,2,15,104.46,0,15,1331.86
561,2,3,5,3,18,88.63,0,10,1435.81
42,6,1,4,1,16,104.9,0,20,1342.72
678,31,3,9,5,17,93.03,0,10,1423.36
594,10,5,13,3,20,115.75,0,25,1736.25
134,21,3,13,2,23,77.07,0,10,1595.35
1091,10,3,15,4,25,58.05,0,15,1233.56
1031,23,2,2,3,16,88.05,1,0,1408.8
948,3,5,23,1,23,26.91,0,0,618.93
73,32,4,13,5,20,69.84,0,20,1117.44
399,20,4,7,4,24,97.34,1,25,1752.12
578,10,5,23,2,30,36.9,0,20,885.6
859,29,4,17,1,12,60.04,0,10,648.43
130,34,1,8,4,22,55.03,0,10,1089.59
931,37,4,18,6,23,53.5,0,10,1107.45
266,20,1,15,6,26,85.06,0,25,1658.67
793,8,5,15,2,16,69.75,0,0,1116.0
253,7,4,5,1,16,99.73,0,15,1356.33
822,6,4,2,5,19,25.78,0,15,416.35
164,11,1,16,2,17,65.39,0,10,1000.47
95,18,1,5,4,18,21.4,0,10,346.68
833,29,3,23,1,23,42.09,0,10,871.26
336,25,2,6,6,22,97.54,1,25,1609.41
822,21,4,12,6,15,30.61,1,15,390.28
238,3,2,5,3,21,30.56,0,20,513.41
381,18,2,20,1,17,60.14,1,0,1022.38
899,24,4,8,4,22,97.69,0,20,1719.34
483,38,1,11,4,10,83.8,0,0,838.0
902,10,3,14,3,15,98.18,0,25,1104.53
1049,27,5,24,4,20,24.95,0,0,499.0
482,12,4,17,1,27,76.37,0,25,1546.49
917,7,4,10,6,25,65.33,0,15,1388.26
994,17,5,2,2,16,109.6,1,0,1753.6
964,1,2,3,6,18,93.73,0,10,1518.43
537,26,3,13,6,25,62.43,0,10,1404.68
1036,15,2,17,1,22,75.38,0,25,1243.77
128,33,5,3,4,14,62.48,0,15,743.51
92,37,5,10,3,16,64.11,0,25,769.32
543,31,3,8,3,18,83.41,0,20,1201.1
846,35,5,4,5,20,41.65,1,20,666.4
989,1,5,13,3,31,53.32,0,20,1322.34
447,8,3,7,3,19,47.92,0,10,819.43
390,12,4,7,4,19,100.08,0,20,1521.22
672,19,2,16,2,30,114.19,0,0,3425.7
43,25,4,5,2,17,61.43,0,20,835.45
254,32,4,17,4,28,27.71,0,10,698.29
1084,12,2,10,3,28,29.36,0,0,822.08
663,13,4,4,1,22,59.96,1,15,1121.25
467,28,3,23,6,15,59.5,1,25,669.38
287,1,2,14,6,23,34.62,0,25,597.19
1011,6,1,5,2,16,100.71,1,0,1611.36
778,8,4,2,4,20,70.01,0,0,1400.2
345,4,5,14,1,25,30.91,0,25,579.56
642,5,2,24,3,32,29.87,0,25,716.88
382,25,1,18,4,18,64.6,0,0,1162.8
690,22,5,24,2,18,31.68,1,25,427.68
1080,28,1,11,1,20,76.12,0,15,1294.04
457,39,4,16,1,22,58.5,1,20,1029.6
983,23,5,18,2,21,111.97,1,20,1881.1
83,4,4,16,1,21,61.89,0,15,1104.74
149,4,5,21,6,13,81.44,0,20,846.98
190,21,2,4,2,27,101.14,0,20,2184.62
883,37,3,1,6,27,50.29,0,20,1086.26
263,2,3,14,4,24,71.19,0,10,1537.7
400,7,1,12,5,17,32.09,0,15,463.7
764,16,5,24,3,16,63.28,1,25,759.36
609,17,4,10,4,26,57.58,1,0,1497.08
785,20,2,19,6,31,62.82,0,15,1655.31
101,23,2,4,3,20,30.74,0,15,522.58
820,34,2,20,3,19,59.84,0,10,1023.26
820,11,3,21,6,19,107.03,1,10,1830.21
420,34,4,3,6,22,113.71,0,20,2001.3
124,33,2,25,2,21,44.17,1,10,834.81
422,26,2,4,5,18,50.05,1,25,675.68
1087,2,1,15,6,24,20.96,0,25,377.28
768,23,5,11,3,19,31.56,1,20,479.71
483,22,5,16,3,13,54.51,0,10,637.77
519,34,5,4,4,23,88.51,0,20,1628.58
155,15,1,6,5,21,49.22,0,0,1033.62
92,10,3,8,5,14,27.54,0,10,347.0
982,15,1,13,3,22,93.09,0,10,1843.18
455,29,2,23,5,33,66.68,1,10,1980.4
598,23,4,20,4,18,71.92,0,10,1165.1
510,17,2,4,2,17,52.6,0,25,670.65
386,9,2,5,3,26,81.3,1,20,1691.04
405,36,4,10,1,22,109.08,1,25,1799.82
246,9,5,5,3,31,75.38,0,20,1869.42
742,16,1,12,3,15,78.75,0,0,1181.25
661,36,3,1,2,19,57.36,0,10,980.86
650,33,2,24,6,27,28.26,0,15,648.57
901,31,2,10,6,28,62.85,0,25,1319.85
65,6,3,5,1,23,112.46,0,15,2198.59
1037,10,1,19,1,28,88.02,0,0,2464.56
213,16,2,19,1,23,69.02,1,15,1349.34
242,4,3,20,6,24,82.09,1,0,1970.16
493,22,2,12,2,17,75.85,1,25,967.09
338,13,5,23,5,19,111.24,1,0,2113.56
173,16,5,16,1,19,42.38,0,25,603.92
672,29,2,5,5,26,108.87,0,25,2122.96
164,6,2,17,4,22,88.85,0,15,1661.5
465,26,5,14,2,16,32.77,0,20,419.46
995,11,2,12,5,22,57.19,0,20,1006.54
497,24,1,13,6,17,63.63,0,20,865.37
700,29,1,21,6,24,28.29,0,10,611.06
395,3,4,14,1,15,75.42,1,15,961.6
703,10,1,5,1,18,45.94,0,0,826.92
308,1,2,22,5,17,65.81,0,20,895.02
183,26,2,23,6,24,63.88,1,15,1303.15
629,12,3,5,5,25,72.17,0,10,1623.82
510,14,1,18,4,17,104.62,1,15,1511.76
546,25,5,14,2,27,98.08,1,0,2648.16
624,8,5,18,6,20,107.3,0,20,1716.8
594,4,4,20,3,19,77.23,0,0,1467.37
744,28,3,1,6,38,81.58,1,10,2790.04
554,7,5,7,4,21,63.05,1,0,1324.05
21,10,4,17,6,18,91.72,1,10,1485.86
554,36,1,3,4,21,40.49,0,0,850.29
397,2,3,10,6,19,67.52,1,10,1154.59
625,26,3,7,4,19,91.42,0,15,1476.43
105,14,2,12,1,13,97.79,1,15,1080.58
192,16,1,22,5,22,44.79,0,15,837.57
17,17,3,15,6,26,38.15,1,15,843.12
393,22,4,23,2,16,48.85,0,0,781.6
425,4,5,21,1,21,112.02,0,25,1764.32
129,19,1,16,4,23,32.91,0,10,681.24
572,2,1,8,2,21,115.31,0,10,2179.36
29,39,3,6,1,24,119.48,0,25,2150.64
1034,9,3,4,3,18,98.34,0,10,1593.11
242,19,3,11,6,9,96.04,0,10,777.92
232,16,4,17,6,14,115.33,0,15,1372.43
789,25,2,2,4,20,49.05,0,10,882.9
715,18,3,6,1,20,32.9,1,10,592.2
759,23,2,4,1,17,102.31,0,20,1391.42
802,21,2,3,4,23,37.09,0,10,767.76
776,11,1,7,3,19,24.54,0,25,349.7
726,39,5,7,6,23,39.65,1,10,820.76
200,4,5,16,5,21,63.79,0,25,1004.69
945,25,4,2,3,22,69.51,0,10,1376.3
79,32,4,8,4,26,26.25,1,25,511.88
956,30,5,15,5,16,64.34,0,10,926.5
856,26,5,16,1,13,80.43,0,10,941.03
467,36,1,1,3,23,113.18,0,20,2082.51
581,34,1,10,3,18,42.73,1,20,615.31
940,9,5,7,6,20,41.1,0,10,739.8
449,12,3,16,6,17,58.94,0,20,801.58
87,2,3,10,5,26,118.37,1,0,3077.62
101,38,1,12,1,24,53.62,0,0,1286.88
1032,5,2,17,3,21,24.39,1,15,435.36
845,5,5,13,5,20,46.56,1,15,791.52
87,22,4,12,3,23,75.83,0,0,1744.09
43,5,3,15,6,22,61.25,0,15,1145.38
408,4,2,14,1,12,97.42,0,10,1052.14
664,9,3,19,1,23,80.73,0,10,1671.11
1041,29,2,19,2,26,75.95,0,15,1678.5
148,22,5,14,5,23,52.3,1,0,1202.9
277,27,5,18,6,11,75.18,0,25,620.24
232,10,5,5,6,30,81.56,0,10,2202.12
366,16,1,20,6,16,37.92,1,20,485.38
436,10,2,6,4,24,93.59,0,25,1684.62
399,6,4,18,3,29,59.29,0,20,1375.53
499,5,4,14,1,13,94.23,0,10,1102.49
540,6,5,4,3,21,37.77,0,15,674.19
563,25,4,23,3,20,85.65,1,20,1370.4
442,4,3,1,4,24,22.69,0,0,544.56
773,40,2,13,1,26,35.9,1,20,746.72
350,32,2,11,2,15,109.11,0,0,1636.65
520,35,2,3,6,17,66.15,1,25,843.41
138,10,3,17,5,23,70.79,0,25,1221.13
992,34,1,18,3,14,110.76,0,15,1318.04
368,36,3,25,4,25,68.49,0,0,1712.25
360,6,2,10,4,21,85.46,0,15,1525.46
921,16,2,16,5,17,42.2,1,20,573.92
329,19,2,21,5,15,28.16,1,15,359.04
962,34,4,13,1,20,55.34,1,20,885.44
463,25,1,20,3,14,99.87,0,25,1048.64
946,31,3,12,3,22,64.68,1,15,1209.52
963,17,2,4,5,13,36.82,1,25,359.0
836,30,5,8,6,13,74.51,1,20,774.9
169,39,1,12,2,27,46.38,0,0,1252.26
217,31,5,19,3,24,114.67,1,10,2476.87
378,19,1,15,4,16,77.74,0,20,995.07
119,35,2,16,6,10,118.3,1,20,946.4
190,29,1,12,5,18,24.31,1,10,393.82
767,1,1,20,3,17,21.16,1,10,323.75
370,4,2,18,1,21,67.71,1,25,1066.43
149,28,5,22,5,15,106.2,0,20,1274.4
652,18,5,12,4,16,72.44,1,20,927.23
770,26,4,16,1,17,107.62,0,15,1555.11
374,40,5,25,5,22,33.06,0,10,654.59
781,19,5,20,5,19,89.93,0,0,1708.67
160,6,1,11,3,19,85.99,1,20,1307.05
351,1,4,22,1,21,74.5,1,15,1329.82
892,8,2,20,5,18,60.51,1,0,1089.18
523,33,2,14,6,25,84.71,0,25,1588.31
522,21,3,2,4,15,75.01,0,15,956.38
783,24,4,13,1,19,47.26,0,0,897.94
273,25,1,14,6,24,30.46,0,20,584.83
936,19,3,6,3,21,58.66,0,15,1047.08
183,29,3,12,2,23,71.24,1,10,1474.67
488,10,2,7,5,22,70.85,1,0,1558.7
846,12,5,4,2,24,62.56,0,20,1201.15
124,33,1,7,5,24,52.74,1,15,1075.9
985,7,4,13,6,18,55.05,0,0,990.9
790,17,3,11,3,20,46.58,0,25,698.7
414,10,1,8,3,20,77.99,0,25,1169.85
686,31,2,19,3,16,104.99,1,10,1511.86
113,6,3,2,3,20,107.97,0,15,1835.49
888,17,3,21,1,24,119.37,0,15,2435.15
122,37,2,18,1,13,28.88,1,10,337.9
39,18,2,21,5,17,41.43,0,15,598.66
497,26,2,10,1,23,93.02,1,25,1604.6
780,16,1,6,5,20,84.52,1,25,1267.8
943,8,1,24,1,20,33.39,0,10,601.02
149,24,1,22,1,25,83.1,0,20,1662.0
1022,13,5,4,1,12,60.65,0,10,655.02
661,29,3,19,4,21,115.69,1,25,1822.12
302,32,1,14,3,17,105.52,0,10,1614.46
238,24,5,14,4,18,27.32,0,25,368.82
647,16,3,18,1,22,29.0,1,20,510.4
663,11,1,17,1,22,61.71,0,25,1018.22
236,32,2,18,4,16,20.84,0,15,283.42
203,6,4,18,6,19,29.44,0,0,559.36
256,35,1,5,5,26,113.26,0,20,2355.81
598,33,4,9,3,16,99.24,0,0,1587.84
662,18,1,1,5,23,87.27,1,20,1605.77
235,37,2,4,6,22,103.02,1,20,1813.15
534,13,4,7,3,20,45.01,0,20,720.16
860,10,5,11,2,23,92.56,0,20,1703.1
770,37,2,14,3,21,81.56,1,25,1284.57
541,26,4,10,5,18,104.86,0,15,1604.36
213,17,4,19,3,18,48.27,0,25,651.64
463,1,2,8,2,17,96.37,0,25,1228.72
436,25,2,3,2,17,105.27,0,15,1521.15
283,34,2,8,1,22,74.9,1,20,1318.24
88,39,3,18,2,18,61.38,0,15,939.11
1068,10,5,5,4,22,114.87,0,0,2527.14
461,20,1,20,5,28,36.9,0,15,878.22
278,7,4,11,4,27,23.63,0,25,478.51
421,16,1,9,6,26,37.91,1,20,788.53
696,37,2,19,4,15,88.35,1,25,993.94
515,29,5,12,5,21,98.89,0,0,2076.69
703,12,5,5,6,17,91.68,0,20,1246.85
19,17,3,16,4,11,61.99,1,10,613.7
23,20,2,25,4,20,116.76,1,25,1751.4
413,26,4,13,6,19,64.43,0,25,918.13
1054,19,3,6,4,23,118.13,1,15,2309.44
108,12,2,16,2,20,111.81,0,20,1788.96
136,21,3,18,5,17,60.71,1,25,774.05
362,34,1,17,5,25,36.1,0,0,902.5
129,7,2,12,5,25,28.98,1,20,579.6
515,35,4,1,4,27,73.15,0,20,1580.04
449,15,4,7,2,12,96.32,0,15,982.46
874,1,2,14,5,17,37.6,0,25,479.4
473,26,3,18,3,18,51.82,0,25,699.57
1034,35,5,23,5,17,83.05,0,10,1270.66
302,25,2,1,1,16,66.09,0,10,951.7
231,15,4,20,3,26,80.39,1,20,1672.11
923,22,1,10,5,12,87.64,1,25,788.76
1090,6,4,15,4,17,58.07,1,15,839.11
937,15,5,11,5,19,98.6,1,25,1405.05
112,24,4,4,2,15,90.29,0,15,1151.2
1037,21,5,15,2,16,88.76,1,10,1278.14
500,7,2,21,5,21,34.95,1,0,733.95
932,29,4,16,4,19,67.42,0,25,960.74
598,32,3,15,4,17,77.72,0,10,1189.12
234,32,3,17,4,16,42.64,0,0,682.24
602,5,4,23,5,17,95.86,1,0,1629.62
314,4,4,11,5,22,32.11,0,10,635.78
566,22,1,18,1,27,34.99,0,10,850.26
1036,18,4,16,2,23,61.33,0,10,1269.53
209,35,1,15,3,22,33.53,0,15,627.01
1038,17,1,11,3,24,21.16,1,20,406.27
1044,24,1,13,2,22,61.14,1,20,1076.06
587,2,1,18,6,18,84.86,0,20,1221.98
1015,13,2,8,1,13,69.51,0,15,768.09
1094,15,3,9,2,21,25.22,0,10,476.66
698,5,1,22,1,16,43.25,0,20,553.6
132,3,3,11,6,21,72.43,0,15,1292.88
1044,37,1,17,1,19,93.81,1,15,1515.03
536,37,3,1,4,22,99.39,0,10,1967.92
1014,37,4,11,2,16,71.94,0,0,1151.04
227,3,4,7,3,19,84.61,0,15,1366.45
822,35,3,8,5,20,110.34,0,25,1655.1
871,23,1,19,6,18,26.52,0,15,405.76
405,28,2,25,6,29,29.92,1,0,867.68
202,30,3,4,5,19,65.79,0,0,1250.01
38,18,5,4,2,17,80.97,1,25,1032.37
942,36,2,19,5,22,20.46,1,20,360.1
188,33,5,24,1,20,65.25,1,15,1109.25
1081,26,3,9,5,15,37.28,0,10,503.28
941,40,1,17,1,19,84.51,0,10,1445.12
1044,17,5,18,1,32,46.77,0,25,1122.48
273,40,3,1,3,20,110.19,0,0,2203.8
583,7,2,14,5,16,26.38,0,20,337.66
516,8,1,4,3,15,100.92,0,15,1286.73
526,31,5,10,5,16,59.23,0,15,805.53
336,12,3,23,1,23,105.72,1,15,2066.83
698,31,1,14,5,19,101.51,0,10,1735.82
1079,19,1,7,6,20,43.93,0,20,702.88
500,10,4,12,6,22,25.06,0,25,413.49
900,39,1,22,3,22,89.55,0,10,1773.09
766,12,3,16,4,15,40.44,0,0,606.6
536,20,2,5,6,17,113.05,0,20,1537.48
